noise_std,original_W1,original_W2,original_W3,original_W4,original_W100,original_L2,noisy_vs_noisy_W1,noisy_vs_noisy_W2,noisy_vs_noisy_W3,noisy_vs_noisy_W4,noisy_vs_noisy_W100,noisy_vs_noisy_L2,W1_ratio,W2_ratio,W3_ratio,W4_ratio,W100_ratio,L2_ratio,resolution
0.002773562614198412,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.12077940647499666,0.0890783751944602,0.08119720813905068,0.07863451251153519,0.6608736516934891,0.13320673800038935,1.4859101750420325,0.9306940897649224,0.7951382080653332,0.7377389167725145,1.0222580562739845,2.945931654505301,32
0.0029400480643347075,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.12314388218346801,0.08874734293040368,0.08027149374168513,0.07747930981710463,0.6594820688055575,0.14021909729262216,1.5149995588732457,0.927235452682619,0.7860729839773203,0.7269009531707579,1.0201055165040667,3.1010133832665945,32
0.0031165269449294304,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.12781563463701479,0.08998701560477952,0.0807382489606577,0.07761592252631713,0.6602812817186431,0.14768059847637832,1.5724746260937474,0.9401875976759014,0.7906437680833873,0.7281826360971575,1.0213417616425835,3.2660281029220806,32
0.0033035991201283395,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.13190317227674675,0.09046273241599982,0.08045263588954352,0.0770319103168327,0.6602945334916831,0.15598658921716402,1.6227622864408975,0.9451579041463329,0.787846850913811,0.7227035084082337,1.0213622598599286,3.4497191189518928,32
0.0035019004614317128,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.13741970193305103,0.09177368403197274,0.08087300648080467,0.07709332889914812,0.661189134525989,0.16451079560506052,1.6906303757655508,0.9588547741025965,0.7919634052427031,0.7232797296746966,1.022746054042261,3.6382360799149875,32
0.0037121050090663608,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.14275297346498272,0.09274397503862022,0.08095355562969157,0.07680373459134945,0.6635294229674473,0.1749241367196169,1.7562438993524534,0.9689924096765222,0.7927521972144349,0.7205627930000077,1.0263660783951085,3.868532172132511,32
0.003934927263095849,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.14624409383807913,0.09301694621350981,0.08065750026872077,0.07633038550765,0.6610534712365355,0.18350361186296954,1.7991940299755442,0.9718444223966839,0.7898530220505878,0.716121892572063,1.0225362062290988,4.05827142844378,32
0.004171124612056517,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.15212064657421867,0.0939807958490792,0.0806672104010065,0.07594808244661272,0.6615168624828955,0.1939919732840711,1.8714913674078864,0.9819147582923289,0.7899481102606717,0.712535174258179,1.023252992915305,4.290226631147003,32
0.004421499907374487,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.15830363213897794,0.09521761334770215,0.0809269742279059,0.07580654383125063,0.6618999201000829,0.20456876884991287,1.947558649330784,0.9948370723059526,0.7924918940751012,0.7112072771117016,1.023845517271789,4.52413759787718,32
0.004686904192314193,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.16430004568454387,0.09619278970060026,0.08101456082546374,0.07557683245512128,0.662140190656018,0.21717706047503754,2.0213305957342533,1.0050257501544146,0.7933496015237788,0.7090521544259581,1.024217174563407,4.802976085818986,32
0.004968239594734388,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.17151381418685518,0.09788160513621998,0.08175596400399851,0.07595560377152451,0.6623143160205348,0.22895486933101022,2.1100792684659835,1.0226705549816675,0.8006099249800301,0.7126057383643952,1.0244865166021202,5.0634480442977035,32
0.00526646239348428,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.1778803004132876,0.0987832727136269,0.08171518218656797,0.07558520842443035,0.6651544919962988,0.2420968365252062,2.1884040999849996,1.0320912104818754,0.8002105617263351,0.7091307366963587,1.0288797811316117,5.354089026435851,32
0.005582586268862695,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.18808114320938216,0.10152288806551463,0.08319921459000261,0.07658678665996745,0.6650208706083994,0.2569749516780104,2.3139017866113947,1.0607148108861824,0.8147432149175278,0.7185274153168266,1.0286730917895255,5.683125763210328,32
0.005917685748188819,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.19693650727600326,0.103620431719181,0.08418327759833953,0.07717099243234457,0.6625693417717509,0.27138356176025086,2.4228464813596493,1.082630022936577,0.8243798282322666,0.7240083589879981,1.0248809976471276,6.001779167504129,32
0.006272899858196243,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.20525420050337687,0.10505334523005723,0.08455683251288308,0.07717606035669274,0.6654804510586392,0.2860048272443182,2.525176384777342,1.0976011551873115,0.8280379316593635,0.7240559056046106,1.0293839838285102,6.325135549208437,32
0.006649435996665045,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.21587885384070393,0.10742821901336867,0.08565862124139835,0.07782686349664851,0.6640859601276705,0.3037236298842252,2.6558880761243002,1.122413922475001,0.8388273951807931,0.7301616572417521,1.0272269458153729,6.71699546831164,32
0.007048574036451903,0.08128311421757384,0.09571176627645706,0.10211710029205268,0.10658853792822555,0.6464841706430753,0.045217185468872746,0.22734696045391217,0.10995154141843483,0.08681343870313263,0.07848993256359496,0.6654849475346064,0.32372155442753225,2.796976501729046,1.14877768633845,0.8501361520729446,0.7363824862336362,1.0293909391047125,7.1592592743389645,32
